stream,date,species,fork_length,lifestage,weight,count,mort,is_plus_count
mill creek,2022-03-16T00:00:00Z,SacSuc,393,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,SacSuc,381,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,SacPik,63,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,SacPik,42,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,SacPik,145,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,SacPik,64,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,SacPik,153,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,SacPik,144,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,SacPik,114,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,SacPik,154,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,SacPik,155,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,SacPik,117,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,LamSpp,130,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,LamSpp,110,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,LamSpp,102,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,HarHe,95,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,HarHe,108,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,HarHe,125,NA,NA,1,NA,FALSE
mill creek,2022-03-16T00:00:00Z,PacLam,107,NA,NA,1,NA,FALSE
mill creek,2022-03-15T00:00:00Z,chinook salmon,39,fry,NA,1,NA,FALSE
mill creek,2022-03-15T00:00:00Z,chinook salmon,39,fry,NA,1,NA,FALSE
mill creek,2022-03-15T00:00:00Z,chinook salmon,38,fry,NA,1,NA,FALSE
mill creek,2022-03-15T00:00:00Z,chinook salmon,38,fry,NA,1,NA,FALSE
mill creek,2022-03-15T00:00:00Z,chinook salmon,37,fry,NA,1,NA,FALSE
mill creek,2022-03-15T00:00:00Z,chinook salmon,37,fry,NA,1,NA,FALSE
mill creek,2022-03-15T00:00:00Z,chinook salmon,39,fry,NA,1,NA,FALSE
mill creek,2022-03-15T00:00:00Z,chinook salmon,38,fry,NA,1,NA,FALSE
mill creek,2022-03-15T00:00:00Z,chinook salmon,39,fry,NA,1,NA,FALSE
mill creek,2022-03-15T00:00:00Z,chinook salmon,37,fry,NA,1,NA,FALSE
mill creek,2022-03-15T00:00:00Z,chinook salmon,NA,NA,NA,43,NA,TRUE
mill creek,2022-03-15T00:00:00Z,SacPik,38,NA,NA,1,NA,FALSE
mill creek,2022-03-15T00:00:00Z,HarHe,154,NA,NA,1,NA,FALSE
mill creek,2022-03-15T00:00:00Z,CalRoa,99,NA,NA,1,NA,FALSE
mill creek,2022-03-11T00:00:00Z,chinook salmon,34,fry,0.1,1,NA,FALSE
mill creek,2022-03-11T00:00:00Z,chinook salmon,34,fry,0.1,1,NA,FALSE
mill creek,2022-03-11T00:00:00Z,chinook salmon,36,fry,0.2,1,NA,FALSE
mill creek,2022-03-11T00:00:00Z,chinook salmon,34,fry,0.2,1,NA,FALSE
mill creek,2022-03-11T00:00:00Z,chinook salmon,36,fry,0.1,1,NA,FALSE
mill creek,2022-03-11T00:00:00Z,chinook salmon,36,fry,0.1,1,NA,FALSE
mill creek,2022-03-11T00:00:00Z,chinook salmon,37,fry,0.2,1,NA,FALSE
mill creek,2022-03-11T00:00:00Z,chinook salmon,35,fry,0.1,1,NA,FALSE
mill creek,2022-03-11T00:00:00Z,chinook salmon,38,fry,0.2,1,NA,FALSE
mill creek,2022-03-11T00:00:00Z,chinook salmon,35,fry,0.1,1,NA,FALSE
mill creek,2022-03-11T00:00:00Z,chinook salmon,112,smolt,24,1,NA,FALSE
mill creek,2022-03-11T00:00:00Z,chinook salmon,110,smolt,22,1,NA,FALSE
mill creek,2022-03-11T00:00:00Z,chinook salmon,78,silvery parr,4,1,NA,FALSE
mill creek,2022-03-11T00:00:00Z,chinook salmon,NA,NA,NA,65,NA,TRUE
mill creek,2022-03-11T00:00:00Z,LamSpp,88,NA,NA,1,NA,FALSE
mill creek,2022-03-11T00:00:00Z,LamSpp,96,NA,NA,1,NA,FALSE
mill creek,2022-03-11T00:00:00Z,LamSpp,90,NA,NA,1,NA,FALSE
mill creek,2022-03-11T00:00:00Z,SacPik,125,NA,NA,1,NA,FALSE
mill creek,2022-03-10T00:00:00Z,chinook salmon,39,fry,NA,1,NA,FALSE
mill creek,2022-03-10T00:00:00Z,chinook salmon,36,fry,NA,1,NA,FALSE
mill creek,2022-03-10T00:00:00Z,chinook salmon,37,fry,NA,1,NA,FALSE
mill creek,2022-03-10T00:00:00Z,chinook salmon,37,fry,NA,1,NA,FALSE
mill creek,2022-03-10T00:00:00Z,chinook salmon,35,fry,NA,1,NA,FALSE
mill creek,2022-03-10T00:00:00Z,chinook salmon,36,fry,NA,1,NA,FALSE
mill creek,2022-03-10T00:00:00Z,chinook salmon,36,fry,NA,1,NA,FALSE
mill creek,2022-03-10T00:00:00Z,chinook salmon,35,fry,NA,1,NA,FALSE
mill creek,2022-03-10T00:00:00Z,chinook salmon,36,fry,NA,1,NA,FALSE
mill creek,2022-03-10T00:00:00Z,chinook salmon,36,fry,NA,1,NA,FALSE
mill creek,2022-03-10T00:00:00Z,chinook salmon,NA,NA,NA,97,NA,TRUE
mill creek,2022-03-09T00:00:00Z,chinook salmon,37,fry,NA,1,NA,FALSE
mill creek,2022-03-09T00:00:00Z,chinook salmon,37,fry,NA,1,NA,FALSE
mill creek,2022-03-09T00:00:00Z,chinook salmon,36,fry,NA,1,NA,FALSE
mill creek,2022-03-09T00:00:00Z,chinook salmon,35,fry,NA,1,NA,FALSE
mill creek,2022-03-09T00:00:00Z,chinook salmon,36,fry,NA,1,NA,FALSE
mill creek,2022-03-09T00:00:00Z,chinook salmon,35,fry,NA,1,NA,FALSE
mill creek,2022-03-09T00:00:00Z,chinook salmon,36,fry,NA,1,NA,FALSE
mill creek,2022-03-09T00:00:00Z,chinook salmon,37,fry,NA,1,NA,FALSE
mill creek,2022-03-09T00:00:00Z,chinook salmon,50,parr,NA,1,NA,FALSE
mill creek,2022-03-09T00:00:00Z,chinook salmon,37,fry,NA,1,NA,FALSE
mill creek,2022-03-09T00:00:00Z,chinook salmon,NA,NA,NA,16,NA,TRUE
mill creek,2022-03-08T00:00:00Z,chinook salmon,36,fry,NA,1,NA,FALSE
mill creek,2022-03-08T00:00:00Z,chinook salmon,35,fry,NA,1,NA,FALSE
mill creek,2022-03-08T00:00:00Z,chinook salmon,34,fry,NA,1,NA,FALSE
mill creek,2022-03-08T00:00:00Z,chinook salmon,33,fry,NA,1,NA,FALSE
mill creek,2022-03-08T00:00:00Z,chinook salmon,36,fry,NA,1,NA,FALSE
mill creek,2022-03-08T00:00:00Z,chinook salmon,37,fry,NA,1,NA,FALSE
mill creek,2022-03-08T00:00:00Z,chinook salmon,39,fry,NA,1,NA,FALSE
mill creek,2022-03-08T00:00:00Z,chinook salmon,35,fry,NA,1,NA,FALSE
mill creek,2022-03-08T00:00:00Z,chinook salmon,34,fry,NA,1,NA,FALSE
mill creek,2022-03-08T00:00:00Z,chinook salmon,33,fry,NA,1,NA,FALSE
mill creek,2022-03-08T00:00:00Z,chinook salmon,NA,NA,NA,8,NA,TRUE
mill creek,2022-03-04T00:00:00Z,chinook salmon,98,NA,3.5,1,NA,FALSE
mill creek,2022-03-04T00:00:00Z,chinook salmon,35,NA,0.2,1,NA,FALSE
mill creek,2022-03-04T00:00:00Z,chinook salmon,32,NA,0.2,1,NA,FALSE
mill creek,2022-03-04T00:00:00Z,chinook salmon,31,NA,0.1,1,NA,FALSE
mill creek,2022-03-04T00:00:00Z,chinook salmon,33,NA,0.2,1,NA,FALSE
mill creek,2022-03-04T00:00:00Z,chinook salmon,33,NA,0.1,1,NA,FALSE
mill creek,2022-03-04T00:00:00Z,chinook salmon,34,NA,0.2,1,NA,FALSE
mill creek,2022-03-04T00:00:00Z,chinook salmon,34,NA,0.2,1,NA,FALSE
mill creek,2022-03-04T00:00:00Z,chinook salmon,33,NA,0.1,1,NA,FALSE
mill creek,2022-03-04T00:00:00Z,chinook salmon,34,NA,0.2,1,NA,FALSE
mill creek,2022-03-04T00:00:00Z,chinook salmon,34,NA,0.2,1,NA,FALSE
mill creek,2022-03-04T00:00:00Z,chinook salmon,NA,NA,NA,84,NA,TRUE
mill creek,2022-03-04T00:00:00Z,PacLam,129,NA,NA,1,NA,FALSE
mill creek,2022-03-04T00:00:00Z,PacLam,125,NA,NA,1,NA,FALSE
mill creek,2022-03-03T00:00:00Z,chinook salmon,32,fry,NA,1,NA,FALSE
mill creek,2022-03-03T00:00:00Z,chinook salmon,31,fry,NA,1,NA,FALSE
mill creek,2022-03-03T00:00:00Z,chinook salmon,35,fry,NA,1,NA,FALSE
mill creek,2022-03-03T00:00:00Z,chinook salmon,33,fry,NA,1,NA,FALSE
mill creek,2022-03-03T00:00:00Z,chinook salmon,34,fry,NA,1,NA,FALSE
mill creek,2022-03-03T00:00:00Z,chinook salmon,36,fry,NA,1,NA,FALSE
mill creek,2022-03-03T00:00:00Z,chinook salmon,35,fry,NA,1,NA,FALSE
mill creek,2022-03-03T00:00:00Z,chinook salmon,35,fry,NA,1,NA,FALSE
mill creek,2022-03-03T00:00:00Z,chinook salmon,32,fry,NA,1,NA,FALSE
mill creek,2022-03-03T00:00:00Z,chinook salmon,37,fry,NA,1,NA,FALSE
mill creek,2022-03-03T00:00:00Z,chinook salmon,35,fry,NA,1,NA,TRUE
mill creek,2022-03-03T00:00:00Z,chinook salmon,NA,NA,NA,49,NA,FALSE
mill creek,2022-03-03T00:00:00Z,SacPik,56,NA,NA,1,NA,FALSE
mill creek,2022-03-03T00:00:00Z,SacPik,113,NA,NA,1,NA,FALSE
mill creek,2022-03-02T00:00:00Z,chinook salmon,95,NA,NA,1,NA,FALSE
mill creek,2022-03-02T00:00:00Z,chinook salmon,110,NA,NA,1,NA,FALSE
mill creek,2022-03-02T00:00:00Z,chinook salmon,95,NA,NA,1,NA,FALSE
mill creek,2022-03-02T00:00:00Z,chinook salmon,32,NA,NA,1,NA,FALSE
mill creek,2022-03-02T00:00:00Z,chinook salmon,35,NA,NA,1,NA,FALSE
mill creek,2022-03-02T00:00:00Z,chinook salmon,35,NA,NA,1,NA,FALSE
mill creek,2022-03-02T00:00:00Z,chinook salmon,34,NA,NA,1,NA,FALSE
mill creek,2022-03-02T00:00:00Z,chinook salmon,33,NA,NA,1,NA,FALSE
mill creek,2022-03-02T00:00:00Z,chinook salmon,36,NA,NA,1,NA,FALSE
mill creek,2022-03-02T00:00:00Z,chinook salmon,36,NA,NA,1,NA,FALSE
mill creek,2022-03-02T00:00:00Z,chinook salmon,NA,NA,NA,62,NA,TRUE
mill creek,2022-03-01T00:00:00Z,chinook salmon,32,NA,NA,1,NA,FALSE
mill creek,2022-03-01T00:00:00Z,chinook salmon,34,NA,NA,1,NA,FALSE
mill creek,2022-03-01T00:00:00Z,chinook salmon,32,NA,NA,1,NA,FALSE
mill creek,2022-03-01T00:00:00Z,chinook salmon,35,NA,NA,1,NA,FALSE
mill creek,2022-03-01T00:00:00Z,chinook salmon,38,NA,NA,1,NA,FALSE
mill creek,2022-03-01T00:00:00Z,chinook salmon,33,NA,NA,1,NA,FALSE
mill creek,2022-03-01T00:00:00Z,chinook salmon,115,NA,NA,1,NA,FALSE
mill creek,2022-03-01T00:00:00Z,chinook salmon,35,NA,NA,1,NA,FALSE
mill creek,2022-03-01T00:00:00Z,chinook salmon,34,NA,NA,1,NA,FALSE
mill creek,2022-03-01T00:00:00Z,chinook salmon,37,NA,NA,1,NA,FALSE
mill creek,2022-03-01T00:00:00Z,chinook salmon,NA,NA,NA,26,NA,TRUE
mill creek,2022-03-01T00:00:00Z,SacPik,41,NA,NA,1,NA,FALSE
mill creek,2022-03-01T00:00:00Z,SacPik,100,NA,NA,1,NA,FALSE
mill creek,2022-03-01T00:00:00Z,SacPik,45,NA,NA,1,NA,FALSE
mill creek,2022-03-01T00:00:00Z,SacSuc,50,NA,NA,1,NA,FALSE
mill creek,2022-02-25T00:00:00Z,chinook salmon,33,fry,NA,1,NA,FALSE
mill creek,2022-02-25T00:00:00Z,chinook salmon,31,fry,NA,1,NA,FALSE
mill creek,2022-02-25T00:00:00Z,chinook salmon,34,fry,NA,1,NA,FALSE
mill creek,2022-02-25T00:00:00Z,chinook salmon,34,fry,NA,1,NA,FALSE
mill creek,2022-02-25T00:00:00Z,chinook salmon,33,fry,NA,1,NA,FALSE
mill creek,2022-02-25T00:00:00Z,PacLam,120,NA,NA,1,NA,FALSE
mill creek,2022-02-24T00:00:00Z,chinook salmon,36,fry,NA,1,NA,FALSE
mill creek,2022-02-24T00:00:00Z,chinook salmon,32,sac fry,NA,1,NA,FALSE
mill creek,2022-02-24T00:00:00Z,chinook salmon,36,fry,NA,1,NA,FALSE
mill creek,2022-02-24T00:00:00Z,chinook salmon,32,sac fry,NA,1,NA,FALSE
mill creek,2022-02-24T00:00:00Z,chinook salmon,36,fry,NA,1,NA,FALSE
mill creek,2022-02-24T00:00:00Z,chinook salmon,37,fry,NA,1,NA,FALSE
mill creek,2022-02-24T00:00:00Z,chinook salmon,32,sac fry,NA,1,NA,FALSE
mill creek,2022-02-24T00:00:00Z,chinook salmon,31,sac fry,NA,1,NA,FALSE
mill creek,2022-02-24T00:00:00Z,chinook salmon,30,fry,NA,1,NA,FALSE
mill creek,2022-02-24T00:00:00Z,chinook salmon,35,sac fry,NA,1,NA,FALSE
mill creek,2022-02-24T00:00:00Z,chinook salmon,106,silvery parr,NA,1,NA,FALSE
mill creek,2022-02-24T00:00:00Z,chinook salmon,NA,NA,NA,7,NA,TRUE
mill creek,2022-02-24T00:00:00Z,RiFScu,55,NA,NA,1,NA,FALSE
mill creek,2022-02-23T00:00:00Z,chinook salmon,32,fry,NA,1,NA,FALSE
mill creek,2022-02-23T00:00:00Z,chinook salmon,34,fry,NA,1,NA,FALSE
mill creek,2022-02-23T00:00:00Z,chinook salmon,34,fry,NA,1,NA,FALSE
mill creek,2022-02-23T00:00:00Z,chinook salmon,29,fry,NA,1,NA,FALSE
mill creek,2022-02-23T00:00:00Z,chinook salmon,31,fry,NA,1,NA,FALSE
mill creek,2022-02-23T00:00:00Z,chinook salmon,36,fry,NA,1,NA,FALSE
mill creek,2022-02-23T00:00:00Z,chinook salmon,34,fry,NA,1,NA,FALSE
mill creek,2022-02-23T00:00:00Z,chinook salmon,35,fry,NA,1,NA,FALSE
mill creek,2022-02-23T00:00:00Z,chinook salmon,34,fry,NA,1,NA,FALSE
mill creek,2022-02-23T00:00:00Z,chinook salmon,34,fry,NA,1,NA,FALSE
mill creek,2022-02-23T00:00:00Z,chinook salmon,30,NA,NA,22,NA,TRUE
mill creek,2022-02-18T00:00:00Z,chinook salmon,30,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,30,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,31,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,31,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,31,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,31,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,31,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,31,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,31,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,32,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,32,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,33,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,33,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,34,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,34,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,34,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,34,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,36,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,38,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,chinook salmon,38,NA,NA,1,NA,FALSE
mill creek,2022-02-18T00:00:00Z,prickly sculpin,NA,NA,NA,1,NA,FALSE
mill creek,2022-06-01T00:00:00Z,RBT,28,F,NA,1,NA,NA
mill creek,2022-06-01T00:00:00Z,RBT,31,F,NA,1,NA,NA
mill creek,2022-06-01T00:00:00Z,RBT,29,F,NA,1,NA,NA
mill creek,2022-06-01T00:00:00Z,RBT,31,F,NA,1,NA,NA
mill creek,2022-06-01T00:00:00Z,RBT,32,F,NA,1,NA,NA
mill creek,2022-06-01T00:00:00Z,RBT,40,F,NA,1,NA,NA
mill creek,2022-06-01T00:00:00Z,RBT,31,F,NA,1,NA,NA
mill creek,2022-06-02T00:00:00Z,RAITRO,48,F,2,1,NA,NA
mill creek,2022-06-02T00:00:00Z,RAITRO,39,F,0.5,1,NA,NA
mill creek,2022-06-02T00:00:00Z,RAITRO,45,F,2,1,NA,NA
mill creek,2022-06-02T00:00:00Z,chinook salmon,72,F,4,1,NA,NA
mill creek,2022-06-02T00:00:00Z,PACLAM,105,NA,NA,1,NA,NA
mill creek,2022-06-03T00:00:00Z,PACLAM,108,NA,NA,1,NA,NA
mill creek,2022-06-03T00:00:00Z,RAITRO,44,P,NA,1,NA,NA
mill creek,2022-06-03T00:00:00Z,RAITRO,43,P,NA,1,NA,NA
mill creek,2022-06-03T00:00:00Z,RAITRO,41,P,NA,1,NA,NA
mill creek,2022-06-03T00:00:00Z,HARHE,51,NA,NA,1,NA,NA
mill creek,2022-06-03T00:00:00Z,RSCU,66,NA,NA,1,NA,NA
mill creek,2022-06-03T00:00:00Z,RSCU,38,NA,NA,1,NA,NA
mill creek,2022-06-03T00:00:00Z,RSCU,82,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,RAITRO,46,F,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,RAITRO,52,F,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,RAITRO,49,F,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,chinook salmon,64,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,RAITRO,197,SP,112,1,NA,NA
mill creek,2022-06-07T00:00:00Z,RAITRO,135,SP,39,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PIK,54,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PIK,50,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PIK,49,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PIK,65,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PIK,48,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,SPDACE,59,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PACLAM,125,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PACLAM,123,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PACLAM,119,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PACLAM,124,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PACLAM,118,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PACLAM,126,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PACLAM,115,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PACLAM,114,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PACLAM,115,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PACLAM,122,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PACLAM,115,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PACLAM,117,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,PACLAM,115,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,AMM,125,NA,NA,1,NA,NA
mill creek,2022-06-07T00:00:00Z,RIFSCU,68,NA,NA,1,NA,NA
mill creek,2022-06-17T00:00:00Z,RFSU,25,NA,NA,1,NA,NA
mill creek,2022-06-17T00:00:00Z,RFSU,32,NA,NA,1,NA,NA
mill creek,2022-06-16T00:00:00Z,RSCU,30,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,RAITRO,42,F,1,1,NA,NA
mill creek,2022-06-14T00:00:00Z,RAITRO,52,F,1,1,NA,NA
mill creek,2022-06-14T00:00:00Z,RAITRO,41,F,1,1,NA,NA
mill creek,2022-06-14T00:00:00Z,RAITRO,63,P,2,1,NA,NA
mill creek,2022-06-14T00:00:00Z,RAITRO,53,P,1,1,NA,NA
mill creek,2022-06-14T00:00:00Z,RAITRO,65,P,3,1,NA,NA
mill creek,2022-06-14T00:00:00Z,chinook salmon,85,SP,5,1,NA,NA
mill creek,2022-06-14T00:00:00Z,chinook salmon,94,SP,9,1,NA,NA
mill creek,2022-06-14T00:00:00Z,SACSUK,194,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,121,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,105,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,108,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,64,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,116,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,118,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,104,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,119,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,106,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,106,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,127,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,110,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,114,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,115,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,113,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,108,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,118,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,123,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,103,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,125,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,AMM,NA,NA,NA,29,NA,TRUE
mill creek,2022-06-14T00:00:00Z,HARDHE,134,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,HARDHE,41,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,HARDHE,38,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PIKEM,80,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PIKEM,55,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PIKEM,41,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PIKEM,43,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PIKEM,78,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PIKEM,62,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,130,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,126,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,135,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,136,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,117,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,130,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,136,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,137,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,113,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,134,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,135,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,120,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,115,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,114,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,126,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,131,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,124,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,126,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,PACLAM,114,NA,NA,1,NA,NA
mill creek,2022-06-14T00:00:00Z,RIFSCU,64,NA,NA,1,NA,NA
mill creek,2022-05-25T00:00:00Z,chinook salmon,92,SP,9,1,NA,NA
mill creek,2022-05-25T00:00:00Z,chinook salmon,96,SP,9,1,NA,NA
mill creek,2022-05-25T00:00:00Z,chinook salmon,88,SP,7,1,NA,NA
mill creek,2022-05-25T00:00:00Z,RAITRO,29,F,NA,1,NA,NA
mill creek,2022-05-25T00:00:00Z,RAITRO,32,F,NA,1,NA,NA
mill creek,2022-05-25T00:00:00Z,RAITRO,31,F,NA,1,NA,NA
mill creek,2022-05-25T00:00:00Z,RAITRO,57,NA,NA,1,NA,NA
mill creek,2022-05-25T00:00:00Z,PACLAM,92,NA,NA,1,NA,NA
mill creek,2022-05-25T00:00:00Z,HARDHE,40,NA,NA,1,NA,NA
mill creek,2022-05-26T00:00:00Z,chinook salmon,91,SP,8,1,NA,NA
mill creek,2022-05-26T00:00:00Z,chinook salmon,84,SP,7,1,NA,NA
mill creek,2022-05-26T00:00:00Z,chinook salmon,72,SP,4,1,NA,NA
mill creek,2022-05-26T00:00:00Z,RAITRO,37,F,2,1,NA,NA
mill creek,2022-05-26T00:00:00Z,RAITRO,35,F,1,1,NA,NA
mill creek,2022-05-26T00:00:00Z,HRDHE,30,NA,NA,1,NA,NA
mill creek,2022-05-26T00:00:00Z,RIFSCU,74,NA,NA,1,NA,NA
mill creek,2022-05-27T00:00:00Z,chinook salmon,81,SP,8,1,NA,NA
mill creek,2022-05-27T00:00:00Z,chinook salmon,66,SP,3,1,NA,NA
mill creek,2022-05-27T00:00:00Z,chinook salmon,82,SP,6,1,NA,NA
mill creek,2022-05-27T00:00:00Z,chinook salmon,66,SP,4,1,NA,NA
mill creek,2022-05-27T00:00:00Z,chinook salmon,77,SP,6,1,NA,NA
mill creek,2022-05-27T00:00:00Z,RAITRO,62,P,4,1,NA,NA
mill creek,2022-05-27T00:00:00Z,RAITRO,55,P,2,1,NA,NA
mill creek,2022-05-27T00:00:00Z,RAITRO,28,F,1,1,NA,NA
